Zeitstempel,Welche der folgenden Entwicklungsumgebungen hast du im letzten Jahr benutzt?,Welche der folgenden Entwicklungsumgebungen hast du am Anfang deines Studiums (1./2. Semester) genutzt?,Welche IDE nutzt du am meisten?,Welche IDE findest du am besten?,Warum findest du diese IDE am besten?,Welchen konsolenbasierten Editor nutzt du am meisten?,Welchen konsolenbasierten Editor findest du am besten?,Warum findest du diesen Editor am besten?,Welchen Editor mit GUI nutzt du am meisten?,Welchen Editor mit GUI findest du am besten?,Warum findest du diesen Editor mit GUI am besten?,Wie bewertest du deine Erfahrung mit diesen Entwicklungsumgebungen? [IntelliJ],Wie bewertest du deine Erfahrung mit diesen Entwicklungsumgebungen? [Eclipse],Wie bewertest du deine Erfahrung mit diesen Entwicklungsumgebungen? [Xcode],Wie bewertest du deine Erfahrung mit diesen Entwicklungsumgebungen? [Vim],Wie bewertest du deine Erfahrung mit diesen Entwicklungsumgebungen? [Atom],Wie bewertest du deine Erfahrung mit diesen Entwicklungsumgebungen? [Microsoft Visual Studio],Wie bewertest du deine Erfahrung mit diesen Entwicklungsumgebungen? [Netbeans],Wie bewertest du deine Erfahrung mit diesen Entwicklungsumgebungen? [PyCharm],Wie bewertest du deine Erfahrung mit diesen Entwicklungsumgebungen? [Code::Blocks],Wie bewertest du deine Erfahrung mit diesen Entwicklungsumgebungen? [Sublime],Wie bewertest du deine Erfahrung mit diesen Entwicklungsumgebungen? [Gedit],Welche Entwicklungsumgebungen nutzt du für diese Sprachen? [IntelliJ],Welche Entwicklungsumgebungen nutzt du für diese Sprachen? [Eclipse],Welche Entwicklungsumgebungen nutzt du für diese Sprachen? [Xcode],Welche Entwicklungsumgebungen nutzt du für diese Sprachen? [Vim],Welche Entwicklungsumgebungen nutzt du für diese Sprachen? [Atom],Welche Entwicklungsumgebungen nutzt du für diese Sprachen? [Microsoft Visual Studio],Welche Entwicklungsumgebungen nutzt du für diese Sprachen? [Netbeans],Welche Entwicklungsumgebungen nutzt du für diese Sprachen? [PyCharm],Welche Entwicklungsumgebungen nutzt du für diese Sprachen? [Code::Blocks],Welche Entwicklungsumgebungen nutzt du für diese Sprachen? [Sublime],Welche Entwicklungsumgebungen nutzt du für diese Sprachen? [Gedit],"Was sind Features, die dir in einer Entwicklungsumgebung am wichtigsten sind?"
02.06.2019 13:36:54,"Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.)",Atom mit IDE-Plugins,Atom mit IDE-Plugins,Man kann sie universell einsetzten und sie produziert nicht viele unnötige Dateien,Nano,Nano,"Er wird simpel gehalten, genau das wofür ich ihn brauche.",Atom,Atom,Man kann sich Atom gut selbst anpassen und ist nicht auf eine Umgebung beschränkt. ,Mittelmäßig,Gut,Nicht einschätzbar,Nicht einschätzbar,Sehr gut,Gut,Mittelmäßig,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Mittelmäßig,"C/C++, Java/Kotlin","C/C++, Java/Kotlin, PHP, C#, Python",,,"C/C++, Java/Kotlin, JavaScript, PHP, C#, Python, Bash/Konsolen-Scripts","C/C++, C#",Java/Kotlin,,,,,"Codevervollständigung, Debugger, Syntax-Highlighting"
02.06.2019 17:08:59,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.)",Eclipse,Eclipse,Relativ leichtgewichtig und nach meiner Erfahrung deutlich flüssiger in der Bedienung als IntelliJ und andere Jetbrains IDEs.,Vim,Vim,"Wegen der enormen Erweiterbarkeit. Läuft bei mir fast wie eine IDE mit Fuzzy Symbol-Suche, Autovervollständigung für alle Sprachen, Outline-View etc.",Visual Studio Code,Visual Studio Code,"Sehr gutes Plugin-System, sehr angenehm für alle Zwecke einsetzbar. Die Umsetzung auf Electron-Basis ist für mich aber ein Nachteil. Wäre es FOSS, wäre es wohl Sublime Text geworden.",Mittelmäßig,Gut,Nicht einschätzbar,Sehr gut,Schlecht,Gut,Nicht einschätzbar,Mittelmäßig,Nicht einschätzbar,Sehr gut,Mittelmäßig,,"C/C++, Java/Kotlin",,"Python, Bash/Konsolen-Scripts",,,,,,,,"Codevervollständigung, Syntax-Highlighting, Geringer Verbrauch (Speicher, Leistung, etc.), Breite Anwendbarkeit hinsichtlich der Programmiersprachen."
02.06.2019 18:06:07,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)",IntelliJ,IntelliJ,"Großer Funktionsumfang, kostenlos für Stundenten",Vim,Keinen,,Notepad++,Notepad++,"Nur, wenn ich mal Windows benutze. Notepad++ eignet sich sehr gut für schnelle Änderungen an Textdateien.",Sehr gut,Gut,Nicht einschätzbar,Mittelmäßig,Nicht einschätzbar,Gut,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,"C/C++, Java/Kotlin, JavaScript, PHP",,,Bash/Konsolen-Scripts,,,,,,,,"Codevervollständigung, Codegenerierung, Debugger, Syntax-Highlighting, Dunkles Theme"
02.06.2019 19:25:18,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","Editoren mit GUI (Sublime, Atom, Gedit, etc.)",IntelliJ,IntelliJ,modernes ansprechendes Interface,Vim,Vim,,Atom,Atom,"einfache Installation von Plugins, ansprechendes Interface",Sehr gut,Nicht einschätzbar,Nicht einschätzbar,Mittelmäßig,Gut,Nicht einschätzbar,Gut,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Mittelmäßig,Java/Kotlin,,,"PHP, Python, Bash/Konsolen-Scripts",,,Java/Kotlin,,,,"JavaScript, PHP, Python, Bash/Konsolen-Scripts","Codevervollständigung, VCS-Tools (beispielsweise für Git), Syntax-Highlighting, Geringer Verbrauch (Speicher, Leistung, etc.)"
02.06.2019 23:31:45,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)",IntelliJ,IntelliJ,,Nano,Keinen,,Notepad++,Notepad++,,Sehr gut,Sehr schlecht,Nicht einschätzbar,Gut,Mittelmäßig,Nicht einschätzbar,Gut,Sehr gut,Schlecht,Nicht einschätzbar,Nicht einschätzbar,"C/C++, Java/Kotlin, Python",,,Bash/Konsolen-Scripts,,,,,,,,"Codevervollständigung, Codegenerierung"
02.06.2019 21:14:42,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.)",CLion,CLion,"basiert auf cmake files, übersichtliches diff, viele Shortcuts, multiple cursors, unterstützt modernes C++",Vim,Keinen,,Keinen,Keinen,,Nicht einschätzbar,Nicht einschätzbar,Mittelmäßig,Gut,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Sehr gut,Nicht einschätzbar,Nicht einschätzbar,Mittelmäßig,,,"C/C++, Python","C/C++, Python, Bash/Konsolen-Scripts",,,,,,,,"Codevervollständigung, Debugger, Syntax-Highlighting"
03.06.2019 05:16:22,"IDEs (IntelliJ, Eclipse, Xcode, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.)",Microsoft Visual Studio,Microsoft Visual Studio,"Stabil, viele Funktionen, einfach zu bedienen",Nano,Nano,So gut wie keine Lernkurve und wir ein paar Zeilen mehr als ausreichend,Visual Studio Code,Visual Studio Code,IntelliSense integriert,Nicht einschätzbar,Schlecht,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Sehr gut,Mittelmäßig,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,,Java/Kotlin,,,,"C/C++, C#",,,,,,"Codevervollständigung, VCS-Tools (beispielsweise für Git), Debugger, Syntax-Highlighting"
03.06.2019 06:20:20,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)",QtCreator,QtCreator,"Code Navigation, CMake Integration, Code Model, Qt Framework Integration",Nano,Nano,Benutzerfreundlichkeit,Visual Studio Code,Visual Studio Code,"Benutzerfreundlichkeit, Erweiterbarkeit, Updateintervalle, Open Source",Sehr gut,Schlecht,Schlecht,Schlecht,Gut,Gut,Nicht einschätzbar,Sehr gut,Nicht einschätzbar,Gut,Mittelmäßig,Java/Kotlin,,,,,,,,,,,"Codevervollständigung, Debugger, Syntax-Highlighting"
03.06.2019 06:36:33,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)",IntelliJ,IntelliJ,"Sie ist am performantesten und bietet die meisten features, die auch noch intuitiv zu biedienen sind.",Vim,Keinen,,Visual Studio Code,Visual Studio Code,"Leicht zu erweitern, viele plugins",Sehr gut,Schlecht,Nicht einschätzbar,Mittelmäßig,Mittelmäßig,Nicht einschätzbar,Nicht einschätzbar,Gut,Mittelmäßig,Mittelmäßig,Schlecht,"Java/Kotlin, JavaScript, Bash/Konsolen-Scripts",Java/Kotlin,,Bash/Konsolen-Scripts,,,,,C/C++,,,"Codevervollständigung, Refactoring Werkzeuge (Extrahieren einer Methode, etc.)"
03.06.2019 06:58:07,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)",Delphi IDE,Delphi IDE,,vi,vi,Ist als Standard in Linux schon dabei,UltraEdit,UltraEdit,Komfortabel zu bedienen,Nicht einschätzbar,Mittelmäßig,Gut,Nicht einschätzbar,Nicht einschätzbar,Gut,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,,,,,,C/C++,,,,,,"Codegenerierung, Debugger, Syntax-Highlighting, Geringer Verbrauch (Speicher, Leistung, etc.)"
03.06.2019 07:03:38,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","Editoren mit GUI (Sublime, Atom, Gedit, etc.)",Eclipse,Keine,,Vim,Vim,,Sublime,Sublime,Atom hat unfassbar lange Startzeiten,Nicht einschätzbar,Gut,Nicht einschätzbar,Mittelmäßig,Gut,Gut,Mittelmäßig,Gut,Nicht einschätzbar,Sehr gut,Nicht einschätzbar,Java/Kotlin,"Java/Kotlin, Python",,,JavaScript,,,,,"Java/Kotlin, JavaScript, Python, Bash/Konsolen-Scripts",,"Codevervollständigung, Syntax-Highlighting, Geringer Verbrauch (Speicher, Leistung, etc.)"
03.06.2019 09:28:46,"Konsolenbasierte Editoren (Vim,  Nano, ed, etc.)","Konsolenbasierte Editoren (Vim,  Nano, ed, etc.)",Keine,Keine,Vim und Terminal reichen komplett aus.,Vim,Vim,Weil mit diesem alles gemacht werden kann und Emacs einfach nicht meine Welt ist.,Keinen,Keinen,"Er hat eine GUI, was schon verrückt ist.",Schlecht,Schlecht,Sehr schlecht,Sehr gut,Sehr schlecht,Mittelmäßig,Schlecht,Sehr schlecht,Sehr schlecht,Schlecht,Schlecht,,,,"C/C++, Python, Bash/Konsolen-Scripts",,,,,,,,"Codevervollständigung, Syntax-Highlighting, Geringer Verbrauch (Speicher, Leistung, etc.), Kein Schnickschnack"
03.06.2019 09:47:33,"IDEs (IntelliJ, Eclipse, Xcode, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)",Microsoft Visual Studio,Microsoft Visual Studio,"schnell, unkompliziert, add-ons problemlos (!), umfangreich, attraktiv, intuitiv",Keinen,Keinen,,Notepad++,Visual Studio Code,,Mittelmäßig,Sehr schlecht,Nicht einschätzbar,Sehr schlecht,Nicht einschätzbar,Sehr gut,Mittelmäßig,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,,,,,,"C/C++, C#, Python",,,,,,"Codevervollständigung, VCS-Tools (beispielsweise für Git), Syntax-Highlighting"
03.06.2019 09:48:14,"IDEs (IntelliJ, Eclipse, Xcode, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.)",Eclipse,IntelliJ,Bietet den besten Überblick,Keinen,Keinen,,Notepad++,Notepad++,,Sehr gut,Gut,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Mittelmäßig,Mittelmäßig,Nicht einschätzbar,Nicht einschätzbar,,Nicht einschätzbar,"Java/Kotlin, JavaScript",Java/Kotlin,,,,"C/C++, C#",JavaScript,,,,,"Codevervollständigung, Debugger, Syntax-Highlighting"
03.06.2019 10:46:30,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)",Visual Studio Code,Microsoft Visual Studio,Sehr gutes Profiling/Debugging.,Vim,Vim,Gewohnheit.,Visual Studio Code,Visual Studio Code,,Nicht einschätzbar,Schlecht,Gut,Mittelmäßig,Nicht einschätzbar,Sehr gut,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,,,,Bash/Konsolen-Scripts,,C/C++,,,,,,"Codevervollständigung, VCS-Tools (beispielsweise für Git), Debugger, Syntax-Highlighting, Gute Suche; Verhalten detailliert konfigurierbar"
03.06.2019 12:09:11,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.)",Microsoft Visual Studio,Microsoft Visual Studio,viel Funktionalität,Keinen,Keinen,,Notepad++,Notepad++,,,Gut,,,,Sehr gut,,,,,,,Java/Kotlin,,,,C#,,,,,,"Codevervollständigung, Debugger, Syntax-Highlighting"
03.06.2019 12:17:22,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)",IntelliJ,IntelliJ,Git Integration und Plugins. Tab `Version Control` mit den Reitern `Local Changes` und `Log` sind von der Bedienbarkeit perfekt und erlauben einen flexiblen Workflow.,Nano,Nano,Intuitive bzw. leicht erklärte Keybindings für simples Editieren ohne GUI.,Gedit,Gedit,"Simples, projektunabhängiges Editieren von textbasierten Dateien. Startet schnell. Syntaxhighlighting, Zeilennummerierung, Hervorheben von zugehörigen Klammern und Themes - kurz: das Mindestmaß ohne unnötigen Schnickschnack, und intuitiv bedienbar.",Sehr gut,Mittelmäßig,Nicht einschätzbar,Schlecht,Sehr schlecht,Nicht einschätzbar,Nicht einschätzbar,Gut,Nicht einschätzbar,Nicht einschätzbar,Sehr gut,"Java/Kotlin, JavaScript, C#",,,,,,,,,,"Java/Kotlin, JavaScript, Python, Bash/Konsolen-Scripts","Codevervollständigung, VCS-Tools (beispielsweise für Git), Syntax-Highlighting, Refactoring, Code Analysis, HotSwap, Run configurations"
03.06.2019 13:14:43,"Konsolenbasierte Editoren (Vim,  Nano, ed, etc.)","Konsolenbasierte Editoren (Vim,  Nano, ed, etc.)",Qt Creator,Keine,,Vim,Vim,"Editiergeschwindigkeit, Navigationsmoeglichkeiten",Keinen,Keinen,,Nicht einschätzbar,Schlecht,Nicht einschätzbar,Sehr gut,Mittelmäßig,Nicht einschätzbar,Nicht einschätzbar,Schlecht,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,,,,"C/C++, Python, Bash/Konsolen-Scripts",,,,,,,,"Codevervollständigung, Codegenerierung, Debugger, Syntax-Highlighting, Geringer Verbrauch (Speicher, Leistung, etc.)"
03.06.2019 14:18:04,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)",Microsoft Visual Studio,IntelliJ,"Gute Funktionalität, leicht erweiterbar mit Plugins, viele Subsets für einzelne Sprachen (wodurch eine gewisse extreme Überladung mit Funktionalität verhindert werden kann) - theoretisch aber auch IntelliJ + Plugins für weitere Sprachen möglich

D.h. Entscheidung für eine Mega IDE oder kleinere Subsets für einzelne Sprachen",Nano,Nano,"Ich muss nicht studiert haben um sie zu verwenden (siehe vim), und ich neige dazu mir komplizierte Bedienungen (siehe vim) nicht merken zu können",Visual Studio Code,Visual Studio Code,"Theoretisch finde ich Sublime den besten, schnell, kann sehr gut mit großen und vielen Files umgehen.
VSCode aber hat eine verdammt gute Integration vieler Sprachen per Plugins und weitere kleine Features. Ja, die Plugins sind nicht immer optimal und immer sehr spezifisch und wenig Verknüpft. Aber für einen Editor mit ein wenig mehr Funktionen (aber nicht der Mammutfunktionalität einer IDE) absolut großartig.",Gut,Schlecht,Mittelmäßig,Nicht einschätzbar,Mittelmäßig,Gut,Nicht einschätzbar,Gut,Nicht einschätzbar,Gut,Nicht einschätzbar,"C/C++, Java/Kotlin, JavaScript, Python",,C/C++,,,C#,,,,"C/C++, JavaScript",,"Codevervollständigung, Debugger, Syntax-Highlighting, Geringer Verbrauch (Speicher, Leistung, etc.)"
03.06.2019 17:09:47,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)",IntelliJ,IntelliJ,,Vim,Keinen,,Notepad++,Notepad++,,Sehr gut,Schlecht,,Mittelmäßig,Schlecht,Gut,Gut,Sehr gut,,,Mittelmäßig,"Java/Kotlin, Python",,,Bash/Konsolen-Scripts,,JavaScript,"Java/Kotlin, JavaScript",,,,,"Codevervollständigung, Debugger, Syntax-Highlighting"
03.06.2019 20:05:34,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.)",IntelliJ,IntelliJ,Weil sie einfach am schnellsten funktioniert und die beste Unterstützung beim Programmieren bietet.,Vim,Keinen,,Notepad++,Notepad++,"Praktisch um mal schnell etwas anzusehen, aber nicht zum Programmieren",Sehr gut,Mittelmäßig,Nicht einschätzbar,Sehr schlecht,Sehr schlecht,Sehr schlecht,Schlecht,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,"Java/Kotlin, JavaScript, Bash/Konsolen-Scripts",,,Python,,,,,,,,"Codevervollständigung, Debugger, Syntax-Highlighting, Geringer Verbrauch (Speicher, Leistung, etc.), Unterstützung bei der Datenflussanalyse und Zugriffsmöglichkeiten auf die Datenbank(en)"
03.06.2019 20:13:22,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.)",IntelliJ,IntelliJ,SWAG,Vim,Vim,SWAG,Sublime,Sublime,SWAG,Sehr gut,Schlecht,Nicht einschätzbar,Gut,Nicht einschätzbar,Mittelmäßig,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Sehr gut,Nicht einschätzbar,"C/C++, Java/Kotlin",Java/Kotlin,,,,,,,,"JavaScript, PHP, Python, Bash/Konsolen-Scripts",,"Codevervollständigung, Codegenerierung, Syntax-Highlighting"
03.06.2019 20:17:20,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)",IntelliJ,IntelliJ,Jetbrains hat sehr mächtige Tools für jede Sprache -> einmal lernen überall anwenden,Nano,Keinen,,Notepad++,Notepad++,"einzigen den ich wirklich oft benutzt habe, sehr fix, gutes Highlighting, solide",Nicht einschätzbar,Gut,Nicht einschätzbar,Mittelmäßig,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Sehr gut,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,"C/C++, JavaScript, PHP, Python",Java/Kotlin,,,,,,,,,,"Codevervollständigung, VCS-Tools (beispielsweise für Git), Syntax-Highlighting"
03.06.2019 20:17:51,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)",Microsoft Visual Studio,Microsoft Visual Studio,,Keinen,Keinen,,Notepad++,Visual Studio Code,"Umfangreich, funktioniert gut",Sehr gut,Mittelmäßig,Nicht einschätzbar,Nicht einschätzbar,Sehr gut,Sehr gut,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Java/Kotlin,,,,,"C/C++, C#",,,,,,"Codevervollständigung, Debugger, Syntax-Highlighting"
03.06.2019 20:19:36,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","Editoren mit GUI (Sublime, Atom, Gedit, etc.)",Eclipse,Microsoft Visual Studio,Mächtig und einfach zu verwenden,Keinen,Keinen,,Visual Studio Code,Visual Studio Code,Hohe Anzahl an unterstützen Erweiterung und Themes,Gut,Schlecht,,Mittelmäßig,Gut,Sehr gut,,,,,,,Java/Kotlin,,,,C#,,,,,,"Codevervollständigung, Debugger, Syntax-Highlighting"
03.06.2019 20:21:44,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.)",Eclipse,Eclipse,"Eclipse war die erste IDE, die ich verwendet habe.",Nano,Nano,einfach zu bedienen,leafpad,leafpad,Konfigurationsdateien lassen sich am besten mit leafpad schnell und bequem bearbeiten.,,Sehr gut,,,,Schlecht,Gut,,Mittelmäßig,,,,"C/C++, Java/Kotlin",,,,,,,,,Bash/Konsolen-Scripts,"Codevervollständigung, VCS-Tools (beispielsweise für Git), Debugger, Syntax-Highlighting, Geringer Verbrauch (Speicher, Leistung, etc.)"
03.06.2019 20:28:59,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.)",Microsoft Visual Studio,Microsoft Visual Studio,Sehr gute Integration aller Bestandteile,Nano,Nano,"Nutze ihn nur per ssh, eher selten. Einfach zu bedienen.",Notepad++,Notepad++,"Stabil, mit Plugins erweiterbar, läuft portabel, unterstützt viele Sprachen mit Syntaxhighlighting.",Nicht einschätzbar,Mittelmäßig,Nicht einschätzbar,Schlecht,Nicht einschätzbar,Sehr gut,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,,Java/Kotlin,,,,C#,,,,,,"Codevervollständigung, Debugger, Syntax-Highlighting"
03.06.2019 20:29:44,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.), Konsolenbasierte Editoren (Vim,  Nano, ed, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)",IntelliJ,IntelliJ,"Auto-Vervollständigung, generelle Handhabung",Vim,Vim,Gewohnheit,Visual Studio Code,Visual Studio Code,"Einfach gehalten, aber stark erweiterbar, übersichtlich",Sehr gut,Mittelmäßig,Gut,Gut,Mittelmäßig,Gut,Schlecht,Sehr gut,Sehr schlecht,Sehr schlecht,Gut,"C/C++, Java/Kotlin, PHP, Python",,,,,,,,,,,"Codevervollständigung, Debugger, Syntax-Highlighting"
03.06.2019 20:34:00,"IDEs (IntelliJ, Eclipse, Xcode, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.), Editoren mit GUI (Sublime, Atom, Gedit, etc.)",IntelliJ,IntelliJ,"Jetbrains bietet IDEs für diverse Sprachen an, die alle sehr ähnlich aufgebaut sind und funktionieren. Das erleichtert das erlernen mehrerer Sprachen ungemein. ",Keinen,Keinen,,Notepad++,Notepad++,,Sehr gut,Schlecht,Nicht einschätzbar,Schlecht,Nicht einschätzbar,Schlecht,Nicht einschätzbar,Gut,Nicht einschätzbar,Nicht einschätzbar,Nicht einschätzbar,"C/C++, Java/Kotlin, Python",,,,,,,,,,,"Codevervollständigung, Codegenerierung, VCS-Tools (beispielsweise für Git), Debugger, Syntax-Highlighting"
03.06.2019 20:37:24,"Konsolenbasierte Editoren (Vim,  Nano, ed, etc.)","IDEs (IntelliJ, Eclipse, Xcode, etc.)",Keine,Eclipse,,Vim,Vim,Vim masterrace,Keinen,Keinen,GUI in 2019 OMEGALUL,Mittelmäßig,Gut,Sehr schlecht,Sehr gut,Sehr schlecht,Sehr schlecht,Nicht einschätzbar,Nicht einschätzbar,Schlecht,Sehr schlecht,Mittelmäßig,,Java/Kotlin,,"C/C++, Java/Kotlin, JavaScript, PHP, Python, Bash/Konsolen-Scripts",,,,,,,,"Codevervollständigung, Codegenerierung, Debugger, Syntax-Highlighting, Geringer Verbrauch (Speicher, Leistung, etc.), ""Continuous compilation"""
